datetime;open;high;low;close;volume
2024-02-02 17:30:00;187.029999;187.12000;184.85400;186.035004;8500269
2024-02-02 16:30:00;187.0099945;187.10001;185.83000;187.020905;8987019
2024-02-02 15:30:00;183.33000;187.33000;183.16000;187;15943080
2024-02-02 14:30:00;180.45000;184.17000;180.050003;183.31500;35096943
2024-02-01 20:30:00;186.64999;186.95000;186.36000;186.89000;6843756
2024-02-01 19:30:00;185.97990;186.80000;185.88110;186.66000;5947190
2024-02-01 18:30:00;185.74001;186.15500;185.25999;185.97501;4416220
2024-02-01 17:30:00;185.89000;186.44000;185.57001;185.73000;4488849
2024-02-01 16:30:00;185.39000;186.29500;185.36000;185.89000;4622455
2024-02-01 15:30:00;186.12000;186.31000;185.28999;185.39500;5815982
2024-02-01 14:30:00;184.25;186.17999;183.96001;186.10500;12493823
2024-01-31 20:30:00;185.52000;185.58870;184.35001;184.36000;6428646
2024-01-31 19:30:00;185.67000;186.94000;185.035004;185.52000;6707892
2024-01-31 18:30:00;186.17000;186.53000;185.25999;185.67000;4331208
2024-01-31 17:30:00;186.080002;186.44000;185.83330;186.16000;3297036
2024-01-31 16:30:00;185.72000;186.11000;185.42000;186.089996;3731068
2024-01-31 15:30:00;185.020004;185.87000;184.89999;185.71989;5060007
2024-01-31 14:30:00;187.039993;187.095001;184.78999;185.014999;12426052
2024-01-30 20:30:00;188.065002;188.14000;187.80000;187.98000;5122448
2024-01-30 19:30:00;187.84500;188.28000;187.77000;188.070007;4500321
2024-01-30 18:30:00;188.56000;188.63989;187.47000;187.84500;4840030
2024-01-30 17:30:00;188.39999;188.57001;187.67999;188.56400;4738358
2024-01-30 16:30:00;188.65500;188.94000;188.23000;188.41000;4796471
2024-01-30 15:30:00;189.92999;190.25;187.86501;188.65320;12493978
2024-01-30 14:30:00;190.94000;191.80000;189.46001;189.95000;10879513
2024-01-29 20:30:00;191.93500;192.10500;191.39000;191.78000;5062975
2024-01-29 19:30:00;191.53560;192.20000;191.28000;191.93500;5766967
2024-01-29 18:30:00;191.25999;191.62000;191.21001;191.53500;3065266
2024-01-29 17:30:00;191.035004;191.28999;190.78000;191.25;2704473
2024-01-29 16:30:00;190.68500;191.13890;190.39999;191.029999;4112191
2024-01-29 15:30:00;190.87000;191.14999;190.40500;190.69000;4793101
2024-01-29 14:30:00;192.0099945;192.17799;189.58000;190.87000;11790966
2024-01-26 20:30:00;192.42500;192.59000;191.94000;192.37000;6951830
2024-01-26 19:30:00;192.48000;192.97501;192.34000;192.42500;3467304
2024-01-26 18:30:00;192.66000;192.73000;192.27000;192.47510;3375089
2024-01-26 17:30:00;193.70010;193.71001;192.27000;192.66000;6154152
2024-01-26 16:30:00;194.39999;194.47501;193.60001;193.72000;3732100
2024-01-26 15:30:00;194.69000;194.74500;194.36000;194.39000;3865162
2024-01-26 14:30:00;194.27000;194.75999;193.75;194.68500;8196843
